selfies,smiles
[C][Branch1][C][O][=C][Branch1][C][C][C][N][Branch1][#Branch2][C][=Branch1][C][=O][C][=C][NH1][Ring1][O][C][C][C][Ring1][=C],C1(O)=C(C)CN(C(=O)C=C[NH1]1)CCC
[C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C@@H1][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][=C][Ring1][=Branch2][C][C][O][Ring1][=C],[C@H1](C(=O)[O-1])[C@@H1](C1=CC=C(C(=O)N)C=C1)CCO
[C][Branch1][C][C][=C][Branch2][Ring1][#Branch1][N][C][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][C][=C][Ring2][Ring1][Ring1],C1(C)=C(NC=CC(C2=CC=CC=C2)=C[N+1]([O-1])=O)C=C1
[C][Branch1][Ring1][O][C][=C][Branch2][Ring2][Branch2][C@@H1][C][Branch1][Ring1][C][O][=O][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][N][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][=O][C][=Branch1][C][=O][N][Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][O],C(OC)#C[C@@H1]C(CO)=O
[C@@H1][Branch1][=Branch2][C][=Branch1][C][=O][N][C][C][N][Branch1][S][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][Ring1][=Branch2][N][=C][Ring1][=C][C][C][C][Ring2][Ring1][Ring2],[C@@H1](C(=O)NC1CN)(C2=CC=C(N(C)C)C=C2)N=C1CCC
[C@H1][C][C][C][N][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][C@H1][C][Branch1][=C][C][C][N][Branch1][C][C][N][=C][NH1][C][=Ring1][=Branch1][=O][C][C@@H1][Ring2][Ring1][Ring1][C][O][Ring2][Ring1][=Branch1],[C@H1]1C2CCN(C(=O)[C@H1]C(CCN(C)N=C[NH1]CO)C[C@@H1]2)CO1
[N][N][Branch1][C][C][C][Branch1][C][C][=C][Branch1][C][O-1][C][=N][C][Branch1][C][N][=C][Branch1][#Branch2][C][N][Branch1][C][C][N][=Ring1][#C],NN(C)C(C)=C([O-1])C=NC(N)=CCN(C)N
[C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch2][Ring2][Ring1][C@@H1][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][O][Ring1][S][=C][Ring2][Ring1][Branch1],C(OC)=C(OC1)C[C@@H1]N(CC2=CC=CC=C2)C(=O)CCO1
[N][=N][C][=C][C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][=C][C][Branch2][Ring1][Branch1][C][C][=N][N][Branch1][Ring1][C][C][C][Branch1][C][C][=C][Ring1][#Branch2][=N][Ring2][Ring1][Ring2],N1=NC=CC([N+1]([O-1])=O)=CC2CC=NN(CC)C(C)=C2N1
[C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][C][N][Branch1][=N][C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][=O][C][N][Branch1][#C][C][=Branch1][C][=O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C@H1][Ring2][Ring1][=N][O],C1=C2C(Cl)=CC=C1CN(C(C3=CC=CN=C3)=O)CN(C(=O)CC4=CC=NC=C4C)[C@H1]2O
[C][C][N][Branch1][C][C][N][=C][C][=Ring1][=Branch1][C][N][Branch2][Ring1][#Branch2][C][Branch2][Ring1][Branch1][C][N][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=N][N][Branch1][Ring1][C][C][C][=Ring1][=Branch2][=O][C][Ring2][Ring1][C][=O],CC=1N(C)N=CC=1C2N(CCNC=C(C(N)=O)C=NN(CC)C)OC2=O
[C][N][N][=C][Branch1][#Branch2][C][=C][C][=C][N][Ring1][=Branch1][N][=N][Ring1][N],CNN=C1C=CC=CN1N=N
[C][N][Branch1][S][C][=Branch1][C][=O][N][C][C][N][C][C][O][C][C][Ring1][=Branch1][N][Branch1][C][C][N][=C][Ring1][P],C1N(C(=O)NCCN2CCOCC2)N(C)N=C1
[N][Branch1][P][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][C][C][C][=Branch1][C][=O][C][N][Branch1][C][C][N][=C][C][=Ring1][=Branch2],N(CC1=CC=C2C(=C1)OCO2)CC=3C(=O)CN(C)N=CC=3
[C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][N][Branch1][S][C][C][=C][C][=C][Branch1][Branch1][NH1][Ring1][Branch1][C][=C][Ring1][=Branch2][C][Ring1][#C][=O],C1C=C(C(N)=O)C2N1CC3=CC=C([NH1]3)C2C
[N][Branch2][Ring1][C][C][Branch1][=C][N][C][Branch1][=Branch2][C][=N][N][=C][C][=C][Ring1][=Branch1][=O][=O][C][C][=N][N][Branch1][Ring1][C][C][C][=Ring1][=C][C][C][Ring2][Ring1][=Branch1],N1(C(NC(C2=NN=CC=C2)=O)=O)CC=NN(CC)CCC1
[N][=C][N][Branch1][Ring1][C][O][C][=C][Ring1][#Branch1][C][N][C][N][Branch2][Ring1][=Branch1][C][=C][C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][=N][N][Ring1][Branch2][C][Ring1][O][C][C][=Branch1][C][=O][O-1][C][Ring2][Ring1][Ring1],N1=CN(CO)C=C1CNC2N(C3=CC([N+1]([O-1])=O)=NN3C2CC=O)[O-1]
[C][N][Branch2][Ring1][Branch1][C][Branch1][P][C][O][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=C][N][=C][Ring1][Branch2][=O][C][C][N][Branch1][C][C][C][Ring2][Ring1][C],CN(C1C2OC=C(C=C2)OC=CN=C)OCCN(C)C1
[N][=C][Branch1][C][C][C][=C][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][Ring1],N1=C(C)C=C1NC(=O)C=C([N+1]([O-1])=O)C([N+1]([O-1])=O)=C
[NH1][C][Branch2][Ring1][#Branch2][S][C][C][=Branch1][C][=O][N][C][S][C][Branch1][=N][N][C][=C][C][=C][Branch1][C][F][=C][Ring1][#Branch1][=N][N][=Ring1][=N][=N][N][=Ring2][Ring1][Ring2],[NH1]=CSCC(=O)NCSC(N1C=CC=C(F)C1=N)N
[N][Branch2][Ring1][Ring2][C][=Branch1][C][=O][C@@H1][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][Ring1][=Branch2][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2],N(C(=O)[C@@H1][C@@H1](C(=O)[O-1])CCC1=C)C(F)=C(F)C=C1
[C][N][Branch2][Ring1][O][C][Branch2][Ring1][Branch1][C][N][C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][=C][Branch1][C][C][N][C][Branch1][C][C][=N][Ring1][#Branch2][=O][C][C][O][=O][C][Ring2][Ring1][Branch1],C12N(C1CNC([N+1]([O-1])=O)=C(C)NC(C)=N)OCCOOC2
[C][C][N][C][=C][C][Branch2][Ring1][Branch1][C][Branch2][Ring1][=Branch2][C][=C][N][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][C][Ring1][=N][=O][=C][C][=C][Ring2][Ring1][C],CCNC1=CCCC=C2N(C)C=CC=C2C1=O
[C][C@H1][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][C][Branch1][=C][C][O][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][=N][Ring1][=C][C][=Branch1][C][=O][N][Branch1][C][C][C],C=[C@H1]NC(=O)C(COC=CC(F)=CCF)=C
[C][Branch1][N][C][=Branch1][C][=O][N][C][C@H1][N][Branch1][C][C][C][C][=Ring1][=Branch1][N][C][=N][N][=C][Branch1][N][S][C][C][=C][C][=N][Ring1][=Branch1][C][=Ring1][=C][N][Branch1][C][C][N][=Ring2][Ring1][Branch2],C=1(C(=O)NC=2[C@H1]NC)CC=2NC=NN=C(S3CC=CC=N3)N(C)N=1
[C][=C][Branch2][Ring2][Ring1][C][N][=N][C][Branch2][Ring1][#Branch2][N][C][C][N][Branch1][S][C][Branch1][N][C][C][N][Branch1][C][C][C][=Branch1][C][=O][C][Ring1][#Branch1][=O][C][C][Ring1][=N][C][=C][Ring2][Ring1][#Branch1][C],C12=C(CN=NC1NCCN(CCCN(C)C(=O)C)OCC)C=C2C
[O][Branch1][#C][C][C][C][=Branch1][C][=O][N][C][C][=C][N][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][=Branch1][#C][=C][Ring2][Ring1][Ring2][C][=Ring1][#Branch1][C][C][C@H1][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][N][Branch1][Ring1][C][C][N][=Ring1][O][C],OCCC(=O)NCC=CN=CC=C
[C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][C][N][C@@H1][Branch1][#C][C][Branch1][O][N][C][C][=N][C][=N][C][=C][Ring1][=Branch1][=O][C][C@@H1][Branch1][C][C][C][C][Ring1][S],C1=C(F)C=CC=C1CN[C@@H1](C(NCC2=NC=NC=C2)=O)C[C@@H1](C)CC
[C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][Ring1][#Branch2][=O],C1(C(=O)[O-1])N(CC([O-1])=O)C1=O
[C][N][Branch2][Ring1][Branch2][C][=Branch1][C][=O][C][C@@H1][Branch1][#C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][=N][C][Branch1][C][C][=C][Ring1][=Branch2][C][C][C][Ring1][#C][C][C][=Branch1][C][=O][C][Ring2][Ring1][Branch2],C1N(C(=O)C2[C@@H1]C=C(C(=O)N)C=NCC)CCCC2CC(=O)C1
[C@@H1][Branch1][C][O][C@@H1][Branch2][Ring2][Ring1][N][Branch1][S][C][C][N][C][=C][C][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][=Branch1][=N][Ring1][O][C][=Branch1][C][=O][C][Ring2][Ring1][Ring1][=O][C][C@@H1][Branch1][C][C][N][C][Branch1][C][C][=N][Ring2][Ring1][=N],[C@@H1]1(O2)[C@@H1](N(CCN3C=CCC4NC=NC=N4)N3C(=O)C2=O)CCNC(C)=N1
[N][N][Branch1][C][C][C][=C][Branch1][C][C][N][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][C][Ring1][#Branch1][=O],NN(C)C=C(C)N=CC(Cl)=CC(=O)CNC(=O)CC=O
[C][Branch2][Ring2][Branch1][N][C][=Branch1][C][=O][C][N][Branch1][C][C][N][=C][Branch1][C][C][C][=Ring1][#Branch1][O][N][=Ring1][N][Branch1][P][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1][C][Branch1][=Branch1][C][=Branch1][C][=O][C][=C][C][Branch1][C][C][=N][Ring1][=Branch2][C],C(N1C(=O)C=2N(C)N=C(C)C=2ON1)(O)C=CC(C)=N
[C][C][=C][Branch2][Ring1][O][C][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][Ring2][Ring1][#Branch2],CC=C(CCC(=O)NCC1=CC=C(F)C=C1C(=O)NCC2)CC=CC=C2
[C][=C][Branch1][C][O][C][=Branch1][C][=O][C][Branch1][S][N][C][C][N][Branch1][=Branch1][C][Branch1][C][F][F][C][C][Ring1][=Branch2][=O],C=C(O)C(=O)C(N1CCN(C(F)F)CC1)=O
[C][Branch2][Ring2][=Branch2][C][N][N][=C][Branch1][#Branch2][C][=C][N][=C][C][=C][Ring1][=Branch1][N][=Ring1][O][O][C][=C][Ring1][#C][C][=Branch1][C][=O][N][C][C][C][Branch1][Branch1][N][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][Ring1][#C][C][=N][Ring2][Ring2][C][C][Ring2][Ring1][P],C1(C2NN=C1C3=CN=CC=C3N)=CCCC2C=N
[C][C@@H1][C@H1][Branch1][Ring2][C][O][C][C][C@@H1][Ring1][=Branch2][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][C][=Branch1][C][=O][C][Ring1][O],C1[C@@H1][C@H1](COC)C[C@@H1]1C(=O)N[C@H1](CC([O-1])=O)CC(=O)C
[O-1][C][N][Branch1][#Branch2][C][C][=C][N][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][N][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Ring1][=O],[O-1]CN(CC1=CN=CC=C1)CC(=O)NN=CC=CC=CC=O
[N][Branch2][Ring1][Branch1][C][=Branch1][C][=O][C][C][Branch1][=Branch1][C][=Branch1][C][=O][N][=N][N][Ring1][Branch2][C][C][C][N][Branch1][N],N(C(=O)CC(C(=O)N)=NNCCC)N
[C][C][N][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][C][C@@H1][Branch1][=Branch1][N][Branch1][C][C][C][C][N][=C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][=Ring1][N][C@H1][Ring2][Ring1][Ring2][C],CCN(C(=O)C[C@@H1](N(C)C=1)CN=CC2=CC=C(F)C=C2)N=1
[N][=C][Branch1][P][S][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C@H1][N][Branch1][C][C][C][C][Ring1][P][=O][C][C][=C][N][Branch1][C][C][N][=Ring1][=Branch1],N1=C(SCC(=O)N[C@@H1]CC([O-1])=O)[C@H1]N(C)CC1=O
[C][=C][C][=C][C][Branch2][Ring2][C][C][N][C][Branch2][Ring1][Branch1][C][N][N][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Ring1][=N][=O][=C][Ring2][Ring1][Branch1],C=CC1=CCCNC(C2NN=C(C3=CC=CC=C3O)CC2=O)=C1
[C][=C][C][=C][Branch2][Ring2][Branch1][N][C][C][Branch2][Ring1][#Branch2][N][C][=C][Branch2][Ring1][Ring1][N][N][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][Branch2][N][=C][Ring1][O][C][=O][C][=N][Ring2][Ring1][C][O-1][C][=C][Ring2][Ring1][O],C=CC=C(NCC(NC=C(N1N=CC([N+1](=O)[O-1])=C1N=C)C)=O)C[O-1]
[C][=C][C][C][=Branch1][C][=O][N][Branch2][Ring1][=Branch1][C][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][C][C][Ring1][#Branch2][N][C][Branch1][#C][C][=C][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][Branch2][=O][C][Ring2][Ring1][#Branch2][=Ring2][Ring1][#Branch1],C=CCC(=O)N1C[C@H1](CC(=O)[O-1])CCC1NCC2=CC=CC(OC)=C2OC
[C][=Branch1][C][=O][Branch2][Ring1][Ring2][N][C][C][N][Branch1][=Branch2][C][Branch1][C],C(=O)NCCNC
[O][=C][Branch1][C][O-1][C@@H1][C][N][Branch1][=N][C][=C][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][Branch2][C][C@@H1][Ring1][=N][C@H1][O][C@H1][Branch1][=Branch1][C][Ring1][Branch1][C][Ring1][#Branch2],O=C([O-1])[C@@H1]1CN(C2=CC=CC(OC)=C2)C[C@@H1]1[C@H1]O[C@H1]CC
[O][=C][Branch2][Ring1][Ring2][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][N][C][C][N][Branch1][#C][C][Branch1][O][N][C][C][=C][C][=C][Branch1][C][C][N][=C][Ring1][=Branch1][=O][C][C][Ring1][#C],O=C(C1=CC=C(C(F)(F)F)C2=C1N)CCN2C(NCC=CC=C(C)N)=C
[C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][C][=N][C][=N][N][Ring1][Branch1][C],C(C(=O)N)CC1=NC=NN1C
[C][Branch1][=Branch2][C][C][C][C][O][C][Ring1][=Branch1][=Branch1][C][=O][C][=C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][C][=C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][O][Ring1][O],C(C1CCCOC1)(=O)C2=C([N+1]([O-1])=O)C=C([N+1]([O-1])=O)O2
[N][Branch2][Ring1][#Branch2][C][Branch2][Ring1][Branch1][N][C][C][Branch1][#C][C][N][C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][F][=O][=O][N][C][=Branch1][C][=O][C][C][=C][Branch1][C][C][N][=C][C][Branch1][C][O][=C][Ring1][Branch2],N(C(NCC(CNCC1=CC=CC=C1F)=O)=O)NC(=O)CC2=C(C)N=CC(O)=C2
[C][C][N][Branch1][=N][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=O][C][Ring1][=C][C][=Branch1][C][=O][C][C][N][N][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][O][Ring1][=N],C1CN(C(C2=CC=NC=C2)=O)C1C(=O)CC3NN=C(C4=CC=CC=C4O)CO3
[C][C][C][N][Branch2][Ring1][S][C][Branch2][Ring1][=Branch2][C][N][C][=Branch1][C][=O][C@H1][Branch1][#C][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][N][=C][NH1][Ring1][O][=O][C][C][Ring2][Ring1][#Branch1],C1CCN1C(CNC(=O)[C@H1]C=2C=NN(C)C=2N=C[NH1])=O
[C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][C@@H1][Branch1][#C][C][C][=Branch1][C][=O][N][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][C][Ring2][Ring1][#Branch1],C1=C(C2=CC=C1)NC(=O)NC[C@@H1](CC(=O)NC3=CC=NC=C3)CCC2
[O][=C][Branch1][P][N][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][=C][Ring1][=Branch2][C][C][C][C][C][Ring1][P],O=C(NC1=CC=C(C(=O)N)C=C1)CCCCC
[C][=C][N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][C][C][N][Ring1][#Branch1][N][C][=Branch1][Ring2][=N][Ring1][=Branch1][O][C][C][O][Ring1][=Branch1],C1=CN=CC(=C12)OCCC3CN2NC(=N3)OCCO
[C][=C][N][Branch2][Ring1][=Branch2][C][N][N][=C][N][=C][Ring1][Branch1][N][=C][Ring1][=Branch2][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][O][Ring1][Branch2][C][Ring2][Ring1][Branch1],C=CN(CN1N=CN=C1N=CC2=CC3=C(C=C2)OC)CO3
[C][O][C][=C][C][Branch2][Ring2][C][C][=Branch1][C][=O][N][C][C][=C][S][C][=Ring1][Branch1][C][Branch1][S][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][=O][=C][C][=C][Ring2][Ring1][O][O][C][Ring2][Ring1][O],C12OC=CC(C(=O)NC=3C=CSC=3C1NCC4=CC=CC=C4F)OC2
[N][Branch1][C][C][C][Branch2][Ring2][C][C][C][N][C][Branch2][Ring1][Branch2][C][C][N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][N][=Ring1][O][=O][=N][N][Branch1][C][C][C][=Ring2][Ring1][Branch1][=O],N1(C)C(CCNC(CC=2NC(C3=CC=CC=C3)=NN=2)CC1)=O
[C][=C][C][=C][Branch2][Ring2][C][C][N][C][Branch2][Ring1][#C][N][N][C][C@@H1][Branch1][=C][C@@H1][C][N][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][C][Ring1][=Branch2][=O][=O][C][=C][C][=C][Ring1][=C][=O][C][=C][Ring2][Ring1][N],C1=CC2=C(CNCNNC[C@@H1]2[C@@H1]CN(CCCC)CC)C=C1
[C][=Branch1][C][=O][C][=N][N][Branch1][C][C][C][Branch1][=Branch1][C][Branch1][C][F][F][=N][Ring1][#Branch2],C(=O)C=NN(C)C(C(F)F)=N
[C][Branch2][Ring2][Ring1][N][C][Branch2][Ring1][#Branch2][N][C][C][O][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][=O][C][C][Ring1][=N][=O][=C][C][Branch1][#Branch1][C][Branch1][C][N][=O][=C][Ring2][Ring1][=Branch2],CNC(N1CCOC2=C(C=CC=C2)C1=O)C(N)=O
[C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][C][C][C][Branch1][C][C][=N][O][N][=C][Ring1][=Branch1][Ring1][P],C1=C(C2=CC=CC=C2)N(C)C(C)=NON=C1
[C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][Branch2][Ring1][Ring1][C][Branch1][#C][N][C][C][Branch1][C][C][=N][N][Branch1][C][C][N][=Ring1][#Branch1][=O][C][C][Ring2][Ring1][Branch1],C1=CC=C2C=C1C(=O)NCCC(C(NC=3C(C)=NN(C)N=3)=O)CC2
[C][=C][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=N][N][=Ring1][O][C][Branch2][Ring1][Ring2][N][C][C][Branch1][S][C][N][C][Branch1][C][C][=N][N][C][=Ring1][=Branch1][=O][=O],C=1=CC(N2CCOCC2)=NN=1
[O-1][N+1][C][=C][C][=C][Branch1][=C][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][=O][C][=C][Ring1][#C],[O-1][N+1]C1=CC=C(C(=O)N2CCOCC2=O)C=C1
[N][N][Branch1][C][C][C][=C][Branch2][Ring1][=Branch1][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1][C][=C][Ring1][O][O][C][C][=Branch1][C][=O][N][C][C][Branch1][C][C][=N][O][Ring2][Ring1][Branch1],NN(C12)C=C(C3=NN(C)C=C3C=C1OCC(=O)N)CC(C)=NO2
[C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][C][C][C][Ring1][=N][=O],C1=C(C2=CC=CC=C2)N(C)C1=O
[C][Branch2][Ring2][=Branch1][C][S][C][Branch1][=C][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=O][=C][N][Branch1][=Branch2][C][C][C][=Branch1][C][=O][O-1][C][C][Ring2][Ring1][Ring2][Branch2][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1],C(CSC(NC1=CC=C(F)C=C1C)=O)C=O
[C][C@@H1][Branch1][=N][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][=O][C][=C][C][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][C@@H1][Ring1][#Branch2][C][=C][Ring2][Ring1][#Branch1][F],C[C@@H1](C(N1CCCCC1)=O)C=CC(NC(=O)N[C@H1](NC(=O)C)C[C@@H1]C=C)F
[C][=C][C][=C][C][Branch2][Ring1][O][S][=Branch1][C][=O][Branch1][C][F][F][=C][Branch1][C][Cl][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][N][=C][Ring2][Ring1][Ring2],C1=CC=CC(S(=O)(F)F)=C1
[C][Branch1][Ring1][C][C][=N][N][Branch2][Ring1][Branch2][C][Branch1][S][N][C][Branch1][N][N][C][C][N][N][=C][C][=C][Ring1][Branch1][=O][=N][C][=Ring1][S][C][=Ring2][Ring1][Branch1],C1(CC)=NN1C(NCNCCN2N=CC=C2O)=NCC
[C][N][Branch2][Ring2][Branch1][C][Branch2][Ring1][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][Ring1][Ring1][C][=N][N][Branch1][C][C][C][=Ring1][#Branch1][C][C][=Branch1][C][=O][O-1][=O][C][Ring2][Ring1][C][=O][C][C][Ring2][Ring1][#Branch2],CN(C(C(=O)N[C@@H1](C1C=2C1)C=NN(C)C=2CC=O)[O-1])C=O
[O][=C][Branch2][Ring1][=Branch2][C][N][C][=C][C][=C][Ring1][Branch1][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=C][Ring1][=Branch2][N][Branch1][Ring1][C][C][N][=C][Ring1][#Branch2][C],O=C(CN1C=CC2=C1C=C(C(N)=O)C=C2NCC)N=CC
[O][=C][Branch2][Ring2][C][C][S][C][Branch1][=C][N][C][=C][C][Branch1][Ring1][NH1+1][C][=C][C][=C][Ring1][Branch2][=O][=C][Branch1][C][N][N][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][N][=Ring2][Ring1][O],O=C(CSC(NC1=CC([NH1+1]C)=CC=C1)=O)N
[C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][C][N][C][Branch1][C][C][=N][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][N][Ring1][O][C][C][Branch1][C][C][=C][C][=Ring1][P],C1=CC(C)=CC=C1CNC(C)=NC2=NC(C3=CC=CC=C3)=NN2CC(C)=CC
[C][=C][C][=C][Branch1][P][N][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=C][Ring1][#Branch2][C][=C][Ring1][=C][O-1],C1=C2C=C(N(CC(N)=O)C=C2C=C1)[O-1]
[C][N][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][N][C][=C][Branch1][=C][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=O][C][C][Ring1][#C],CNC(=O)NCC1C(=O)NC=C(C(N2CCOCC2)=O)C1
[C][Branch1][C][C][C][N][Branch2][Ring1][=Branch1][C][Branch2][Ring1][C][N][C][Branch1][Branch2][C][=N][N][=C][N][Ring1][Branch1][=O][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][P],C1(C)CN(CNC(C2=NN=CN2)=O)C1
[C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][C][N][C][=Branch1][C][=O][C][C@@H1][C][N][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Branch1][Branch2][N][Branch1][C][C][N][=Ring1][=Branch1][C][Ring1][#Branch2][=O][C][C][C][Ring1][S],C1=C(C)C=CC=C1CNC(=O)C[C@@H1]C2N(C(=O)C=C(N(C)N)C2=O)C
[S][Branch1][C],S
,
[O][=C][Branch1][C][C][C][=N][N][Branch1][C][C][C][=Branch1][Ring2][=N][Ring1][Branch2][C][C][C][N][Branch1][N][C][=Branch1][C][=O][C][N][Branch1][C][C][N][=C][N][=Ring1][=C][N][=C][Ring1][S],O=C(C)C=NN(C)C(=N)CCCN(C(=O)CN(C)N=C)N
[C][=C][Branch1][#C][N][C][Branch1][O][C][C][=N][C][=C][C][=N][Ring1][=Branch1][=O][C][=C][Ring1][S][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C],C1=C(NCCC2=NC=CC=N2)C=C1N3C(C)=NC=C3C
[C][Branch1][C][S-1][Branch1][=Branch1][C][Branch1][C][O-1][=O][=C][C][=C][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][N][Ring1][#Branch2][C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][C][=C][Ring1][Branch2],C([S-1]1)(C([O-1])=O)=CC=CC=C1C(=O)NCC2=CC=C(Cl)C(C)=C2
